,cont_hh_cost_elec,cont_hh_cost_gas,cont_hh_cost_water,cont_hh_house_value,cont_hh_income,cont_hh_rent,cont_p_income,cont_p_perc_poverty_threshold,i_hh_college_degree,i_hh_disability,i_hh_employed,i_hh_food_stamp,i_hh_have_kids,i_hh_health_insurance,i_hh_immigrant,i_hh_in_school,i_hh_linguistic_isolation,i_hh_married,i_hh_mortgage,i_hh_own_house,i_hh_private_school,i_hh_self_employed,i_hh_speak_english,i_hh_stem,i_hh_stem_occupation,i_hh_us_citizen,i_hh_veteran,i_p_born_usa,i_p_college,i_p_college_degree,i_p_disability,i_p_employed,i_p_english_first,i_p_female,i_p_have_kids,i_p_health_insurance,i_p_immigrant,i_p_in_school,i_p_married,i_p_private_school,i_p_race_am_indian_alaska,i_p_race_asian,i_p_race_black,i_p_race_hispanic,i_p_race_other,i_p_race_pacific_islander,i_p_race_white,i_p_self_employed,i_p_speak_english,i_p_stem,i_p_stem_occupation,i_p_us_citizen,i_p_veteran,int_hh_bedrooms,int_hh_num_families,int_hh_num_fathers,int_hh_num_generations,int_hh_num_mothers,int_hh_vehicles,int_p_age,int_p_family_size,int_p_num_siblings,tech_hh_id,tech_hh_weight,tech_p_dad_id,tech_p_id,tech_p_mom_id,tech_p_spouse_id,tech_p_weight
3464,3120,0,640,184000,74000,0,3000,276,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,2,1,5,22,5,0,312334,66,0,5,0,0,80
3467,1560,2640,300,300000,150000,0,10000,501,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,22,4,1,312763,65,1,3,2,0,92
3472,2880,600,240,250000,60900,0,3000,27,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,2,0,2,1,4,22,1,0,313207,88,0,3,0,0,178
3474,3000,0,180,150000,59500,0,2000,350,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,22,3,0,313934,66,1,3,2,0,107
3486,4080,0,0,250000,47000,0,12000,209,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,4,24,4,2,315637,174,0,1,0,0,174
3488,1920,120,0,750000,194900,0,1200,501,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,1,4,21,4,1,316081,80,2,3,1,0,133
3494,600,0,0,0,55000,1200,35000,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,2,0,1,0,2,24,1,0,316859,43,0,1,0,0,43
3498,1920,0,1100,187000,85200,0,12800,310,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,1,2,1,4,24,5,2,317293,74,2,3,1,0,89
3500,3600,0,0,260000,90100,0,1700,397,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,4,21,4,1,317427,34,1,3,2,0,33
3501,3600,0,800,375000,225000,0,0,501,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,20,4,1,317493,71,1,3,2,0,86
3504,3360,0,1300,100000,151900,0,900,501,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,2,20,3,0,317964,167,0,3,0,0,167
3513,2880,0,440,0,7000,680,7000,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,1,0,1,0,1,22,1,0,319122,76,0,1,0,0,76
3529,2760,0,1200,0,56000,1800,4000,35,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,1,0,5,21,1,0,320982,37,0,1,0,0,37
3530,2760,0,1200,0,56000,1800,20000,178,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,1,0,5,25,1,0,320982,37,0,2,0,0,60
3533,1680,0,950,105000,67700,0,25000,397,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,2,1,2,23,3,0,321449,68,0,2,1,3,74
3534,960,0,0,9000,43000,0,5000,295,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,2,22,2,0,321462,42,0,2,0,1,44
3542,3120,0,360,0,29700,1300,4000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,1,0,5,22,1,0,322828,59,0,1,0,0,58
3543,3120,0,360,0,29700,1300,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,1,0,5,22,1,0,322828,59,0,2,0,0,80
3544,3120,0,360,0,29700,1300,14000,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,1,0,5,21,1,0,322828,59,0,3,0,0,80
3545,3120,0,360,0,29700,1300,5700,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,6,5,0,1,0,5,21,1,0,322828,59,0,4,0,0,79
3546,3120,0,360,0,29700,1300,5000,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,6,5,0,1,0,5,21,1,0,322828,59,0,5,0,0,81
3548,1800,0,700,175000,32400,0,5400,141,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,2,0,2,1,3,24,2,0,323161,112,0,2,1,0,137
3549,3240,0,290,257000,31750,0,150,186,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,23,3,0,323221,55,1,3,2,0,87
3553,960,360,0,0,65700,700,4700,457,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,2,1,2,24,2,0,323898,44,0,2,1,0,75
3554,1800,0,70,260000,111500,0,5500,501,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0,2,1,3,21,3,1,324057,83,0,3,1,0,100
3560,2160,0,30,0,58000,810,1000,399,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,2,24,2,0,325014,62,0,2,0,1,71
3564,1800,1080,90,143000,83980,0,280,311,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,3,1,1,2,1,5,24,5,1,325395,48,1,3,2,0,41
3569,1080,0,220,0,44000,1200,20000,301,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,2,0,2,24,2,0,326801,82,1,2,0,0,94
3572,1680,0,720,225000,47300,0,0,281,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,21,3,0,326850,74,1,3,2,0,76
3583,3000,0,480,200000,39500,0,0,135,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,0,2,1,3,24,2,0,327880,75,0,2,1,0,99
3587,2640,0,1200,0,75500,1100,4000,398,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,2,1,2,1,3,22,3,0,328312,144,1,3,2,0,209
3589,2160,0,120,250000,98000,0,3000,501,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6,1,1,2,1,2,21,3,0,328620,61,2,3,1,0,91
3593,1920,0,800,200000,68000,0,5000,400,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,2,1,3,23,3,0,329414,226,0,2,1,0,330
3601,2400,0,0,0,109940,700,940,8,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,4,0,1,0,4,22,1,0,330286,169,0,1,0,0,170
3602,2400,0,0,0,109940,700,24000,213,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,4,0,1,0,4,21,1,0,330286,169,0,3,0,0,514
3604,0,0,0,0,40000,1400,30000,265,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,3,0,1,0,4,21,1,0,330396,32,0,1,0,0,31
3611,3120,0,1200,200000,172900,0,3000,501,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,1,4,22,5,2,330871,67,1,5,2,0,84
3620,1080,960,420,0,44400,550,22400,198,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,2,23,1,0,332356,54,0,1,0,0,54
3623,4560,0,80,175000,56600,0,12000,258,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,1,1,2,1,2,24,4,0,332625,43,0,1,0,2,43
3627,1920,0,50,0,6800,200,6800,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,20,1,0,332978,75,0,1,0,0,74
3637,600,0,600,145000,130000,0,10000,501,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,2,23,2,0,334320,83,0,2,0,1,79
3640,3600,0,0,300000,49400,0,12000,180,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,1,3,22,5,2,334570,57,1,4,2,0,64
3645,720,0,0,100000,74600,0,4600,429,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,1,0,2,1,2,23,3,1,335180,89,0,2,1,0,127
3655,2040,480,780,90000,118300,0,7300,501,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,1,3,22,4,1,336288,72,2,3,1,0,40
3656,840,0,0,0,32500,800,8500,75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,0,1,0,2,24,1,0,336362,56,0,1,0,0,56
3659,3600,480,200,20000,1200,0,0,7,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,6,1,1,2,1,3,21,3,0,336728,51,1,3,2,0,71
3674,5160,1080,1500,400000,162000,0,8000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,3,1,1,2,1,4,23,4,1,339230,183,1,3,2,0,177
3676,1440,0,180,100000,21600,0,0,123,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,2,1,1,23,3,1,339582,49,0,2,1,0,74
3682,3960,360,960,800000,53450,0,1800,315,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,2,1,4,22,3,1,340317,72,0,3,1,0,69
3685,5760,0,0,375000,179000,0,9000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,4,24,4,1,340429,86,1,4,2,0,108
3690,960,1560,610,210000,141880,0,6800,501,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,22,3,0,341018,47,1,3,2,0,56
3699,1080,0,50,0,7950,1000,7500,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,0,2,23,1,0,341964,56,0,2,0,0,115
3705,960,0,0,0,20000,700,20000,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,25,1,0,342849,166,0,1,0,0,166
3706,1680,0,480,0,40000,680,22000,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,2,23,1,0,342878,78,0,2,0,0,74
3711,3000,0,600,170000,49100,0,13900,217,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1,2,1,2,21,4,1,343317,97,1,3,2,0,112
3715,2640,0,540,200000,112000,0,0,501,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,4,1,1,2,1,4,21,4,1,343790,70,1,3,2,0,248
3723,1080,480,30,60000,243000,0,243000,501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,1,0,1,0,1,20,1,0,345050,50,0,1,0,0,50
3725,4800,0,40,367000,176400,0,9200,501,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,2,1,2,1,4,24,5,2,345408,82,1,5,2,0,151
3729,5400,600,350,2948000,210000,0,25000,501,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6,1,0,2,1,2,24,2,0,345718,97,0,2,1,0,131
3737,1080,0,100,125000,44800,0,3800,311,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,1,0,2,21,2,0,346358,109,0,2,0,0,165
3749,3000,0,0,0,147800,850,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,2,3,2,1,19,1,0,347521,166,0,10,0,0,347
3750,4800,4440,50,100000,17200,0,0,76,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,1,1,2,1,3,21,4,1,347792,82,1,4,2,0,98
3758,960,0,0,120000,56200,0,8200,333,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,2,1,2,22,3,0,348584,44,1,3,2,0,53
3768,0,0,0,0,2000,700,2000,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,22,1,0,349495,104,0,1,0,0,104
3772,2280,0,900,160000,97510,0,0,436,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,3,22,4,1,349779,57,1,3,2,0,86
3776,960,0,480,0,0,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,22,1,0,349929,44,0,1,0,0,44
3815,4680,0,720,250000,16020,0,520,110,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,2,23,2,0,354698,61,0,2,0,1,64
3816,2400,0,500,275000,101000,0,1000,501,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0,2,1,2,21,2,0,354905,71,0,2,1,0,124
3827,0,0,0,0,8000,450,8000,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,21,1,0,355805,62,0,1,0,0,62
3830,2400,0,0,0,6900,850,5400,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,0,2,22,1,0,355910,71,0,1,0,0,72
3833,480,0,140,0,33000,620,33000,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,25,1,0,356051,91,0,1,0,0,91
3836,1680,360,40,195000,69000,0,2000,18,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,2,0,1,0,3,25,1,0,356272,111,0,2,0,0,59
3839,3600,1200,600,280000,271000,0,6000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,3,2,6,22,5,1,356619,74,2,4,1,0,94
3843,2400,0,50,300000,165000,0,14000,501,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,1,1,2,1,3,23,3,0,356928,66,1,3,2,0,56
3846,600,960,540,165000,57050,0,6700,60,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,2,0,1,0,3,24,1,0,357248,76,0,2,0,0,74
3849,960,840,30,0,7600,1100,2500,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,3,0,1,0,3,24,1,0,357474,49,0,2,0,0,97
3850,3000,0,10,0,53400,1300,500,202,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,3,1,2,22,5,1,357567,76,0,2,1,0,124
3855,960,1200,50,0,6000,450,3000,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,22,2,1,357998,50,0,1,0,0,50
3856,960,1200,50,0,6000,450,3000,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,22,2,1,357998,50,0,2,0,0,96
3858,1080,0,0,0,9000,450,9000,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,24,1,0,358057,112,0,1,0,0,112
3865,5400,840,900,80000,102400,0,6400,328,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1,3,2,6,23,6,2,358597,49,1,4,2,0,24
3866,2400,0,240,0,34000,650,4000,235,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,2,22,2,0,358604,203,0,1,0,2,203
3869,6840,1800,1000,575000,314600,0,600,501,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,1,1,2,1,3,23,3,0,358955,83,1,3,2,0,102
3870,2880,0,0,356000,5400,0,2400,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,2,21,2,1,359076,76,0,1,0,0,75
3871,2880,0,0,356000,5400,0,3000,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,2,24,2,1,359076,76,0,2,0,0,117
3883,720,480,270,250000,85600,0,15600,501,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,1,0,1,0,2,22,2,0,361075,135,0,2,0,1,73
3891,360,0,0,0,12000,1000,12000,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,22,1,0,361985,53,0,1,0,0,52
3892,0,0,0,0,21200,1200,10000,89,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,0,2,22,1,0,362055,45,0,2,0,0,66
3898,1560,600,100,250000,111500,0,3500,366,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,2,1,4,22,6,3,362300,29,1,4,2,0,50
3904,1320,0,290,150000,80,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,2,24,2,1,363100,117,0,1,0,0,116
3907,2160,960,400,0,29800,500,7800,177,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,25,3,0,363410,60,0,1,0,2,60
