,cont_hh_cost_elec,cont_hh_cost_gas,cont_hh_cost_water,cont_hh_house_value,cont_hh_income,cont_hh_rent,cont_p_income,cont_p_perc_poverty_threshold,i_hh_college_degree,i_hh_disability,i_hh_employed,i_hh_food_stamp,i_hh_have_kids,i_hh_health_insurance,i_hh_immigrant,i_hh_in_school,i_hh_linguistic_isolation,i_hh_married,i_hh_mortgage,i_hh_own_house,i_hh_private_school,i_hh_self_employed,i_hh_speak_english,i_hh_stem,i_hh_stem_occupation,i_hh_us_citizen,i_hh_veteran,i_p_born_usa,i_p_college,i_p_college_degree,i_p_disability,i_p_employed,i_p_english_first,i_p_female,i_p_have_kids,i_p_health_insurance,i_p_immigrant,i_p_in_school,i_p_married,i_p_private_school,i_p_race_am_indian_alaska,i_p_race_asian,i_p_race_black,i_p_race_hispanic,i_p_race_other,i_p_race_pacific_islander,i_p_race_white,i_p_self_employed,i_p_speak_english,i_p_stem,i_p_stem_occupation,i_p_us_citizen,i_p_veteran,int_hh_bedrooms,int_hh_num_families,int_hh_num_fathers,int_hh_num_generations,int_hh_num_mothers,int_hh_vehicles,int_p_age,int_p_family_size,int_p_num_siblings,tech_hh_id,tech_hh_weight,tech_p_dad_id,tech_p_id,tech_p_mom_id,tech_p_spouse_id,tech_p_weight
1316,2040,480,50,140000,17000,0,5000,117,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,5,2,0,2,1,3,24,2,0,120446,57,0,2,1,0,76
1317,360,0,0,0,187200,1900,82000,501,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,0,1,0,2,36,2,0,120490,74,0,1,0,2,74
1319,1800,240,1500,1500000,87610,0,40100,355,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,2,27,1,0,120838,83,0,1,0,0,83
1320,840,0,0,0,107120,1800,40000,355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,2,29,1,0,120870,63,0,2,0,0,93
1325,1560,360,70,450000,42540,0,13200,250,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,3,1,0,2,0,3,23,3,0,121726,78,0,3,0,0,96
1330,1200,960,400,500000,111000,0,16000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,1,1,2,1,3,57,3,0,121909,89,0,1,0,2,89
1331,240,240,0,0,74400,1300,0,501,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2,1,1,22,2,0,121915,78,0,2,1,0,80
1335,1200,360,420,500000,96500,0,67500,501,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,1,0,2,60,2,0,122303,69,0,2,0,1,70
1337,1440,240,550,0,21000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,0,1,0,3,27,1,0,122368,352,0,2,0,0,330
1339,960,120,20,400000,40000,0,40000,353,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,1,44,1,0,122521,52,0,1,0,0,52
1342,720,720,50,320000,54500,0,500,248,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,1,4,27,4,0,122892,67,0,1,4,0,67
1344,1200,5160,0,1500000,321000,0,3000,501,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,1,1,2,1,4,21,5,1,123097,32,2,3,1,0,55
1347,1920,0,320,800000,145400,0,24000,414,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3,1,2,3,2,4,23,7,2,123277,103,2,3,1,0,112
1348,720,480,0,0,23900,830,12300,182,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,2,1,1,64,2,0,123301,85,0,2,1,0,97
1349,4200,240,1600,0,67800,1000,27000,297,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,3,1,0,2,1,2,24,4,0,123333,74,0,1,0,2,74
1350,480,480,70,325000,162500,0,3000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,2,1,3,22,3,0,123341,69,1,3,2,0,97
1351,960,360,800,520000,168300,0,0,501,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,5,1,1,2,1,3,20,4,1,123381,76,1,3,2,0,83
1355,1800,360,40,300000,89040,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,2,1,2,1,4,29,1,0,123738,65,0,5,0,0,101
1357,2280,0,1600,0,45600,0,42000,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,2,30,2,0,123880,101,0,2,0,0,130
1362,240,0,640,0,13500,1700,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,2,28,1,0,124009,278,0,2,0,0,413
1364,480,960,770,200000,56600,0,37600,326,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,1,1,2,1,3,31,3,0,124124,42,0,1,0,2,41
1366,1560,480,2700,500000,182000,0,2000,501,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,2,1,1,40,4,0,124284,100,0,2,0,1,107
1372,960,0,0,0,43000,1200,3000,157,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3,1,1,3,1,2,22,5,1,124647,102,1,4,2,0,83
1378,600,600,500,175000,62000,0,14000,278,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,3,1,1,2,1,2,24,4,1,125284,114,1,3,2,0,92
1379,2400,1080,2100,1000000,136100,0,99000,501,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,4,1,0,2,1,3,28,4,2,125426,74,0,2,1,0,101
1380,2400,1080,2100,1000000,136100,0,1100,501,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0,2,1,3,24,4,2,125426,74,0,3,1,0,116
1381,120,120,0,0,46000,1100,46000,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,49,1,0,125462,92,0,1,0,0,91
1383,2040,480,550,1200000,255400,0,153000,501,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,1,0,1,0,4,71,2,0,125533,90,0,2,0,1,86
1384,360,0,40,0,27600,1500,10100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,4,0,1,0,2,22,1,0,125613,67,0,1,0,0,67
1385,600,120,550,560000,108000,0,15000,501,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2,0,1,0,3,53,2,0,125659,71,0,2,0,1,74
1388,360,240,0,350000,41500,0,10000,246,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,2,1,2,22,3,0,126029,53,1,3,2,0,71
1391,1200,0,0,400000,148930,0,148300,501,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,1,2,1,3,52,3,0,126194,91,0,1,0,2,91
1396,480,480,30,200000,65000,0,0,450,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,61,2,0,126571,90,0,1,0,2,90
1399,1680,240,460,180000,36300,0,7200,276,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,1,1,2,0,0,49,2,0,126754,75,1,2,0,0,83
1401,2040,840,700,200000,100800,0,100000,382,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,4,1,1,2,1,3,49,5,0,127011,74,0,2,0,1,77
1404,0,0,0,0,13200,880,0,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,30,2,0,127079,56,0,1,0,0,56
1410,960,240,720,300000,165100,0,9000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,2,1,3,22,3,0,127467,82,1,3,2,0,106
1411,1440,240,130,510000,128100,0,66500,501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,2,73,2,0,127484,70,0,1,0,2,70
1413,600,0,0,0,74500,850,11000,98,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,3,0,1,0,3,25,1,0,127556,64,0,3,0,0,76
1414,960,600,1200,175000,108000,0,24000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,1,1,2,1,2,38,3,0,127603,60,0,2,0,1,97
1416,1560,600,1400,375000,101000,0,0,453,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,1,1,2,1,3,55,4,0,127636,90,0,1,0,2,91
1420,2760,1440,1800,220000,124000,0,32000,501,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,4,1,0,2,1,2,23,2,0,127881,58,0,2,1,0,79
1424,600,240,0,0,9000,1100,2000,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,0,2,21,1,0,128215,53,0,1,0,0,54
1430,960,480,720,320000,135000,0,45000,501,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,1,2,1,3,36,4,0,128563,64,0,1,0,2,64
1431,120,48,0,0,0,450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,23,1,0,128764,66,0,1,0,0,66
1432,840,720,900,750000,101200,0,0,316,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,1,2,1,4,50,6,2,128884,102,4,2,5,0,139
1434,480,0,0,0,97000,850,85000,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,2,0,1,0,2,27,1,0,129009,169,0,2,0,0,192
1437,720,0,0,0,48000,1100,3000,330,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,2,30,2,0,129039,75,0,1,0,2,75
1438,1440,240,800,1600,109000,0,97000,425,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3,1,1,2,1,3,36,5,0,129227,61,0,1,0,2,61
1439,0,0,0,0,7400,1000,7400,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,27,2,0,129241,91,0,1,0,2,92
1440,4200,1800,500,700000,138200,0,24100,456,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,1,2,3,2,4,61,6,0,129377,64,0,1,0,2,64
1441,960,0,0,0,22000,1600,14000,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,2,2,0,1,0,2,22,1,0,129528,73,0,1,0,0,73
1442,960,0,0,0,22000,1600,8000,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,0,2,22,1,0,129528,73,0,2,0,0,101
1447,1800,960,100,0,169200,2200,136200,501,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,0,2,29,1,0,129818,102,0,1,0,0,102
1449,2160,600,1200,750000,179900,0,0,501,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,2,0,4,25,3,0,130001,56,0,3,0,0,64
1450,1800,1200,840,1500000,26480,0,16000,152,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,5,1,1,2,1,3,57,3,0,130026,64,0,1,0,2,64
1453,840,600,300,0,62400,1600,35000,279,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,3,1,1,2,1,0,25,4,1,130381,62,3,1,4,0,61
1455,2280,240,140,135000,5000,0,0,28,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,0,2,1,2,24,3,1,130515,74,0,2,1,0,67
1456,2160,0,1100,250000,48000,0,48000,461,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,3,69,1,0,130621,118,0,1,0,0,118
1462,600,1200,50,350000,149400,0,1900,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,2,1,5,22,3,0,131052,69,1,3,2,0,81
1463,4320,480,1200,550000,204500,0,22000,195,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,5,4,0,2,1,5,35,1,0,131082,67,0,7,0,0,75
1468,1200,600,2000,200000,65000,0,25000,383,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,1,0,2,1,3,37,3,1,131318,49,0,1,3,0,49
1470,480,240,1500,400000,111800,0,97800,501,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,51,2,1,131439,83,0,2,0,0,110
1472,600,240,640,800000,128600,0,0,501,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,5,1,1,2,1,4,23,3,0,131964,55,1,3,2,0,76
1473,480,360,300,315000,60000,0,60000,501,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1,0,1,0,1,24,1,0,132108,90,0,1,0,0,89
1480,840,360,0,0,601,3400,600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,4,0,1,0,2,22,1,0,132619,133,0,2,0,0,224
1485,1200,0,700,1496000,46200,0,4200,316,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,0,3,21,2,0,132882,64,1,2,0,0,80
1486,360,120,1900,280000,48000,0,48000,425,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0,1,0,1,33,1,0,132963,55,0,1,0,0,55
1487,480,0,0,0,34400,1700,10000,202,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,2,1,0,23,3,0,132993,66,1,3,2,0,70
1488,360,360,0,0,92000,1400,92000,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,3,1,0,1,0,1,32,1,0,133098,75,0,1,0,0,75
1491,4800,1200,1200,400000,75000,0,0,432,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,3,1,1,2,1,2,35,3,0,133481,55,0,1,0,2,55
1495,840,240,850,350000,125000,0,55000,501,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,2,1,2,47,4,0,133715,109,0,1,0,2,109
1496,2040,1800,600,650000,116000,0,110000,501,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,4,1,1,2,1,3,52,4,0,133861,120,0,1,0,2,120
1499,0,0,0,0,30000,1100,30000,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,25,1,0,133971,120,0,1,0,0,119
1501,720,0,0,250000,22000,0,0,70,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,4,1,1,2,1,2,27,6,3,134088,80,1,4,2,0,70
1502,960,120,1500,200000,240800,0,200000,501,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,1,6,55,4,0,134216,75,0,1,0,0,75
1504,3000,600,1000,900000,179000,0,4000,501,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,1,4,24,3,0,134544,49,2,3,1,0,69
1505,3960,360,2200,355000,68500,0,0,228,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,2,23,6,3,134690,70,1,3,2,0,99
1508,840,480,50,332000,115000,0,100000,501,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,1,1,2,1,3,54,3,0,134848,61,0,1,0,2,61
1511,480,0,200,0,100010,2100,7000,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,10,10,0,1,0,3,21,1,0,135038,144,0,7,0,0,192
1512,360,480,50,150000,19900,0,11600,87,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,2,1,3,48,4,0,135091,96,0,2,0,1,85
1514,3240,240,1000,700000,159000,0,4000,501,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,1,2,1,3,23,3,0,135154,69,1,3,2,0,77
1516,480,0,600,700000,27100,0,16200,206,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,2,0,1,47,2,0,135235,92,0,2,0,0,149
1519,600,240,1500,350000,90000,0,90000,501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,0,1,0,2,45,1,0,135805,84,0,1,0,0,84
1521,240,120,0,0,19200,1400,14900,87,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,1,2,1,2,41,4,0,135837,55,0,1,0,2,56
1522,0,0,0,0,35000,1000,35000,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,44,1,0,135885,64,0,1,0,0,64
1525,2400,960,1500,1000000,217000,0,16000,501,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,5,1,1,2,1,4,23,5,2,135994,92,1,3,2,0,92
1527,1920,0,0,0,74000,1400,2000,427,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,2,1,1,21,3,1,136101,66,0,2,1,0,95
1528,1920,720,560,0,71040,1600,4300,160,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,4,1,2,0,1,23,7,3,136131,87,1,2,0,0,100
1530,6480,840,60,385000,106400,0,3700,501,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,0,2,1,3,25,2,0,136319,61,0,2,1,0,103
1531,480,360,600,150000,61900,0,18000,365,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,2,1,3,26,3,0,136470,66,1,3,2,0,70
